name,value
asset_id_base,DOGE
symbol_id,LIQUI_SPOT_BCC_BTC
asset_id_base,BCC
symbol_id,JUBI_SPOT_VTC_CNY
asset_id_base,VTC
symbol_id,LIQUI_SPOT_STX_BTC
asset_id_base,STX
symbol_id,CRYPTOPIA_SPOT_XBY_BTC
asset_id_base,XBY
symbol_id,BITTREX_SPOT_UKG_BTC
asset_id_base,UKG
symbol_id,BITTREX_SPOT_ERC_BTC
asset_id_base,ERC
symbol_id,LIQUI_SPOT_MGO_BTC
asset_id_base,MGO
symbol_id,HITBTC_SPOT_AIR_USDT
asset_id_base,AIR
symbol_id,BITTREX_SPOT_CRW_BTC
asset_id_base,CRW
symbol_id,HUOBIPRO_SPOT_VEN_BTC
asset_id_base,VEN
symbol_id,BITTREX_SPOT_MCO_ETH
asset_id_base,MCO
symbol_id,BITTREX_SPOT_GBG_BTC
asset_id_base,GBG
symbol_id,LIQUI_SPOT_AE_ETH
asset_id_base,AE
symbol_id,BITFINEX_SPOT_SNT_USD
asset_id_base,SNT
symbol_id,HUOBIPRO_SPOT_ELF_USDT
asset_id_base,ELF
symbol_id,JUBI_SPOT_XPM_CNY
asset_id_base,XPM
symbol_id,WEXNZ_SPOT_ZEC_USD
asset_id_base,ZEC
symbol_id,HUOBIPRO_SPOT_HSR_ETH
asset_id_base,HSR
symbol_id,GATECOIN_SPOT_BTC_USD
asset_id_base,BTC
symbol_id,BITTREX_SPOT_GNT_ETH
asset_id_base,GNT
symbol_id,LIQUI_SPOT_KNC_ETH
asset_id_base,KNC
symbol_id,BINANCE_SPOT_BAT_ETH
asset_id_base,BAT
symbol_id,HUOBIPRO_SPOT_OST_ETH
asset_id_base,OST
symbol_id,BTC38_SPOT_MEC_CNY
asset_id_base,MEC
symbol_id,HUOBIPRO_SPOT_REQ_ETH
asset_id_base,REQ
symbol_id,HITBTC_SPOT_TRX_USDT
asset_id_base,TRX
symbol_id,HUOBIPRO_SPOT_GAS_ETH
asset_id_base,GAS
symbol_id,BITTREX_SPOT_CPC_BTC
asset_id_base,CPC
symbol_id,BITTREX_SPOT_VRM_BTC
asset_id_base,VRM
symbol_id,BINANCE_SPOT_DASH_ETH
asset_id_base,DASH
symbol_id,HUOBIPRO_SPOT_POWR_ETH
asset_id_base,POWR
symbol_id,LIQUI_SPOT_SALT_USDT
asset_id_base,SALT
symbol_id,HUOBIPRO_SPOT_DBC_ETH
asset_id_base,DBC
symbol_id,HUOBIPRO_SPOT_SALT_ETH
asset_id_base,SALT
symbol_id,BITTREX_SPOT_PTC_BTC
asset_id_base,PTC
symbol_id,HITBTC_SPOT_BMC_USDT
asset_id_base,BMC
symbol_id,BITTREX_SPOT_INCNT_BTC
asset_id_base,INCNT
symbol_id,EXMO_SPOT_ZEC_EUR
asset_id_base,ZEC
symbol_id,BINANCE_SPOT_GVT_ETH
asset_id_base,GVT
symbol_id,EXMO_SPOT_LTC_EUR
asset_id_base,LTC
symbol_id,BINANCE_SPOT_ICN_ETH
asset_id_base,ICN
symbol_id,OKEX_SPOT_HSR_USDT
asset_id_base,HSR
symbol_id,OKEX_SPOT_NEO_USDT
asset_id_base,NEO
symbol_id,BTCMARKETS_SPOT_BTC_AUD
asset_id_base,BTC
symbol_id,LIQUI_SPOT_LTC_ETH
asset_id_base,LTC
symbol_id,POLONIEX_SPOT_BBR_BTC
asset_id_base,BBR
symbol_id,POLONIEX_SPOT_STEEM_ETH
asset_id_base,STEEM
symbol_id,HUOBIPRO_SPOT_XEM_USDT
asset_id_base,XEM
symbol_id,BINANCE_SPOT_ADX_ETH
asset_id_base,ADX
symbol_id,CRYPTOPIA_SPOT_BCH_BTC
asset_id_base,BCH
symbol_id,POLONIEX_SPOT_ZRX_ETH
asset_id_base,ZRX
symbol_id,LIQUI_SPOT_EOS_ETH
asset_id_base,EOS
symbol_id,BINANCE_SPOT_ARK_ETH
asset_id_base,ARK
symbol_id,BTER_SPOT_BTS_CNY
asset_id_base,BTS
symbol_id,BITTREX_SPOT_IGNIS_BTC
asset_id_base,IGNIS
symbol_id,QUOINE_SPOT_QASH_USD
asset_id_base,QASH
symbol_id,ZAIF_SPOT_BCH_JPY
asset_id_base,BCH
symbol_id,LIQUI_SPOT_EDG_ETH
asset_id_base,EDG
symbol_id,LIQUI_SPOT_KNC_BTC
asset_id_base,KNC
symbol_id,LIQUI_SPOT_SNGLS_BTC
asset_id_base,SNGLS
symbol_id,BITTREX_SPOT_BLITZ_BTC
asset_id_base,BLITZ
symbol_id,BINANCE_SPOT_ARN_ETH
asset_id_base,ARN
symbol_id,BITTREX_SPOT_ENRG_BTC
asset_id_base,ENRG
symbol_id,HUOBIPRO_SPOT_ICX_ETH
asset_id_base,ICX
symbol_id,HUOBIPRO_SPOT_DASH_USDT
asset_id_base,DASH
symbol_id,HUOBIPRO_SPOT_MDS_ETH
asset_id_base,MDS
symbol_id,HITBTC_SPOT_BMC_ETH
asset_id_base,BMC
symbol_id,JUBI_SPOT_MAX_CNY
asset_id_base,MAX
symbol_id,BTER_SPOT_QTUM_CNY
asset_id_base,QTUM
symbol_id,BTC38_SPOT_XPM_CNY
asset_id_base,XPM
symbol_id,HUOBIPRO_SPOT_BAT_ETH
asset_id_base,BAT
symbol_id,HUOBIPRO_SPOT_TOPC_ETH
asset_id_base,TOPC
symbol_id,OKEX_SPOT_EOS_USDT
asset_id_base,EOS
symbol_id,HUOBIPRO_SPOT_RUFF_BTC
asset_id_base,RUFF
symbol_id,LIQUI_SPOT_TRST_BTC
asset_id_base,TRST
symbol_id,BINANCE_SPOT_LUN_ETH
asset_id_base,LUN
symbol_id,HITBTC_SPOT_BTG_USDT
asset_id_base,BTG
symbol_id,HUOBIPRO_SPOT_QTUM_ETH
asset_id_base,QTUM
symbol_id,CRYPTOPIA_SPOT_DOT_BTC
asset_id_base,DOT
symbol_id,BITTREX_SPOT_DTB_BTC
asset_id_base,DTB
symbol_id,BLEUTRADE_SPOT_DOGE_BTC
asset_id_base,DOGE
symbol_id,CRYPTOPIA_SPOT_HUSH_BTC
asset_id_base,HUSH
symbol_id,BINANCE_SPOT_STRAT_ETH
asset_id_base,STRAT
symbol_id,LIQUI_SPOT_AE_BTC
asset_id_base,AE
symbol_id,BTC38_SPOT_HLB_CNY
asset_id_base,HLB
symbol_id,HUOBIPRO_SPOT_ELF_ETH
asset_id_base,ELF
symbol_id,LIQUI_SPOT_ZRX_ETH
asset_id_base,ZRX
symbol_id,LIQUI_SPOT_BMC_ETH
asset_id_base,BMC
symbol_id,YOBIT_SPOT_DOGE_RUR
asset_id_base,DOGE
symbol_id,BINANCE_SPOT_GXS_ETH
asset_id_base,GXS
symbol_id,HUOBIPRO_SPOT_UTK_ETH
asset_id_base,UTK
symbol_id,HUOBIPRO_SPOT_PROPY_BTC
asset_id_base,PROPY
symbol_id,LIQUI_SPOT_WINGS_BTC
asset_id_base,WINGS
symbol_id,CRYPTOPIA_SPOT_MINT_BTC
asset_id_base,MINT
symbol_id,LIQUI_SPOT_MYST_BTC
asset_id_base,MYST
symbol_id,LIQUI_SPOT_ICN_ETH
asset_id_base,ICN
symbol_id,BINANCE_SPOT_ZEC_ETH
asset_id_base,ZEC
symbol_id,LIQUI_SPOT_BCC_USDT
asset_id_base,BCC
symbol_id,CEXIO_SPOT_XRP_USD
asset_id_base,XRP
symbol_id,BLEUTRADE_SPOT_ETH_BTC
asset_id_base,ETH
symbol_id,JUBI_SPOT_GAME_CNY
asset_id_base,GAME
symbol_id,LIQUI_SPOT_EOS_USDT
asset_id_base,EOS
symbol_id,POLONIEX_SPOT_DASH_XMR
asset_id_base,DASH
symbol_id,HUOBIPRO_SPOT_CVC_USDT
asset_id_base,CVC
symbol_id,HUOBIPRO_SPOT_STORJ_USDT
asset_id_base,STORJ
symbol_id,BITTREX_SPOT_2GIVE_BTC
asset_id_base,2GIVE
symbol_id,CRYPTOPIA_SPOT_ETH_USDT
asset_id_base,ETH
symbol_id,KRAKEN_SPOT_REP_USD
asset_id_base,REP
symbol_id,CRYPTOPIA_SPOT_ZEC_BTC
asset_id_base,ZEC
symbol_id,ITBIT_SPOT_BTC_EUR
asset_id_base,BTC
symbol_id,HUOBIPRO_SPOT_RUFF_ETH
asset_id_base,RUFF
symbol_id,BITTREX_SPOT_SWIFT_BTC
asset_id_base,SWIFT
symbol_id,BINANCE_SPOT_PIVX_BTC
asset_id_base,PIVX
symbol_id,HUOBIPRO_SPOT_QSP_ETH
asset_id_base,QSP
symbol_id,BXINTH_SPOT_THB_BTC
asset_id_base,THB
symbol_id,HUOBIPRO_SPOT_APPC_ETH
asset_id_base,APPC
symbol_id,WEXNZ_SPOT_ETH_BTC
asset_id_base,ETH
symbol_id,HITBTC_SPOT_LTC_ETH
asset_id_base,LTC
symbol_id,OKEX_SPOT_XRP_USDT
asset_id_base,XRP
symbol_id,BITCOINID_SPOT_ETH_IDR
asset_id_base,ETH
symbol_id,HITBTC_SPOT_TRX_BTC
asset_id_base,TRX
symbol_id,EXMO_SPOT_BTC_USDT
asset_id_base,BTC
symbol_id,HUOBIPRO_SPOT_AIDOC_BTC
asset_id_base,AIDOC
symbol_id,BITTREX_SPOT_ZEC_ETH
asset_id_base,ZEC
symbol_id,HUOBIPRO_SPOT_QTUM_BTC
asset_id_base,QTUM
symbol_id,HUOBIPRO_SPOT_THETA_ETH
asset_id_base,THETA
symbol_id,HUOBIPRO_SPOT_SWFTC_ETH
asset_id_base,SWFTC
symbol_id,HUOBIPRO_SPOT_BTM_ETH
asset_id_base,BTM
symbol_id,CRYPTOPIA_SPOT_XMR_BTC
asset_id_base,XMR
symbol_id,HUOBIPRO_SPOT_MDS_BTC
asset_id_base,MDS
symbol_id,HUOBIPRO_SPOT_CVC_ETH
asset_id_base,CVC
symbol_id,BITTREX_SPOT_BRK_BTC
asset_id_base,BRK
symbol_id,HUOBIPRO_SPOT_CMT_ETH
asset_id_base,CMT
symbol_id,HITBTC_SPOT_NEO_BTC
asset_id_base,NEO
symbol_id,BINANCE_SPOT_BTG_ETH
asset_id_base,BTG
symbol_id,CRYPTOPIA_SPOT_DOGE_USDT
asset_id_base,DOGE
symbol_id,EXMO_SPOT_KICK_ETH
asset_id_base,KICK
symbol_id,BITTREX_SPOT_BCY_BTC
asset_id_base,BCY
symbol_id,HITBTC_SPOT_BTG_ETH
asset_id_base,BTG
symbol_id,LIQUI_SPOT_BAT_ETH
asset_id_base,BAT
symbol_id,HUOBIPRO_SPOT_EVX_ETH
asset_id_base,EVX
symbol_id,INDEPENDENTRESERVE_SPOT_ETH_AUD
asset_id_base,ETH
symbol_id,BITTREX_SPOT_XMR_ETH
asset_id_base,XMR
symbol_id,HUOBIPRO_SPOT_BCH_BTC
asset_id_base,BCH
symbol_id,BINANCE_SPOT_CHAT_BTC
asset_id_base,CHAT
symbol_id,LIQUI_SPOT_CFI_BTC
asset_id_base,CFI
symbol_id,HUOBIPRO_SPOT_MEE_ETH
asset_id_base,MEE
symbol_id,HITBTC_SPOT_MAID_ETH
asset_id_base,MAID
symbol_id,LIQUI_SPOT_PTOY_BTC
asset_id_base,PTOY
symbol_id,BTC38_SPOT_ARDR_CNY
asset_id_base,ARDR
symbol_id,BINANCE_SPOT_RPX_ETH
asset_id_base,RPX
symbol_id,LIQUI_SPOT_BCC_ETH
asset_id_base,BCC
symbol_id,BITTREX_SPOT_INFX_BTC
asset_id_base,INFX
symbol_id,BITFINEX_SPOT_GNT_USD
asset_id_base,GNT
symbol_id,YOBIT_SPOT_DASH_BTC
asset_id_base,DASH
symbol_id,BTC38_SPOT_ETC_CNY
asset_id_base,ETC
symbol_id,LIQUI_SPOT_ICN_BTC
asset_id_base,ICN
symbol_id,BINANCE_SPOT_BQX_ETH
asset_id_base,BQX
symbol_id,BINANCE_SPOT_MOD_ETH
asset_id_base,MOD
symbol_id,HUOBIPRO_SPOT_CHAT_ETH
asset_id_base,CHAT
symbol_id,HITBTC_SPOT_PRG_USDT
asset_id_base,PRG
symbol_id,HUOBIPRO_SPOT_APPC_BTC
asset_id_base,APPC
symbol_id,YOBIT_SPOT_ETH_USD
asset_id_base,ETH
symbol_id,WEXNZ_SPOT_BCH_BTC
asset_id_base,BCH
symbol_id,LIQUI_SPOT_WINGS_ETH
asset_id_base,WINGS
symbol_id,POLONIEX_SPOT_VOX_BTC
asset_id_base,VOX
symbol_id,BITFINEX_SPOT_YOYOW_BTC
asset_id_base,YOYOW
symbol_id,THEROCKTRADING_SPOT_ETH_EUR
asset_id_base,ETH
symbol_id,BITCOINID_SPOT_NXT_BTC
asset_id_base,NXT
symbol_id,BITTREX_SPOT_VTR_BTC
asset_id_base,VTR
symbol_id,BITSO_SPOT_XRP_BTC
asset_id_base,XRP
symbol_id,BINANCE_SPOT_DLT_ETH
asset_id_base,DLT
symbol_id,YOBIT_SPOT_LTC_BTC
asset_id_base,LTC
symbol_id,LIQUI_SPOT_DNT_BTC
asset_id_base,DNT
symbol_id,HUOBIPRO_SPOT_GAS_BTC
asset_id_base,GAS
symbol_id,BITTREX_SPOT_SNRG_BTC
asset_id_base,SNRG
symbol_id,HUOBIPRO_SPOT_RPX_BTC
asset_id_base,RPX
symbol_id,BINANCE_SPOT_NULS_ETH
asset_id_base,NULS
symbol_id,LIQUI_SPOT_PAY_BTC
asset_id_base,PAY
symbol_id,LIQUI_SPOT_STX_USDT
asset_id_base,STX
symbol_id,HUOBIPRO_SPOT_OST_BTC
asset_id_base,OST
symbol_id,LIQUI_SPOT_CVC_BTC
asset_id_base,CVC
symbol_id,LIQUI_SPOT_MCO_BTC
asset_id_base,MCO
symbol_id,LIQUI_SPOT_ANT_BTC
asset_id_base,ANT
symbol_id,GATEIO_SPOT_EOS_USDT
asset_id_base,EOS
symbol_id,BITTREX_SPOT_PDC_BTC
asset_id_base,PDC
symbol_id,CRYPTOPIA_SPOT_BTX_BTC
asset_id_base,BTX
symbol_id,BTC38_SPOT_XCN_CNY
asset_id_base,XCN
symbol_id,BINANCE_SPOT_MTH_ETH
asset_id_base,MTH
symbol_id,HUOBIPRO_SPOT_LTC_BTC
asset_id_base,LTC
symbol_id,HUOBIPRO_SPOT_QSP_BTC
asset_id_base,QSP
symbol_id,HUOBIPRO_SPOT_SNT_BTC
asset_id_base,SNT
symbol_id,BINANCE_SPOT_RCN_ETH
asset_id_base,RCN
symbol_id,HUOBIPRO_SPOT_TNB_BTC
asset_id_base,TNB
symbol_id,HUOBIPRO_SPOT_REQ_BTC
asset_id_base,REQ
symbol_id,BTC38_SPOT_EMC_CNY
asset_id_base,EMC
symbol_id,HUOBIPRO_SPOT_ZIL_BTC
asset_id_base,ZIL
symbol_id,KRAKEN_SPOT_GNO_EUR
asset_id_base,GNO
symbol_id,HUOBIPRO_SPOT_EVX_BTC
asset_id_base,EVX
symbol_id,BINANCE_SPOT_RDN_ETH
asset_id_base,RDN
symbol_id,BITTREX_SPOT_AUR_BTC
asset_id_base,AUR
symbol_id,HUOBIPRO_SPOT_EKO_ETH
asset_id_base,EKO
symbol_id,HUOBIPRO_SPOT_VEN_USDT
asset_id_base,VEN
symbol_id,BINANCE_SPOT_OAX_ETH
asset_id_base,OAX
symbol_id,HITBTC_SPOT_TNT_USDT
asset_id_base,TNT
symbol_id,BITTREX_SPOT_CURE_BTC
asset_id_base,CURE
symbol_id,GATEIO_SPOT_ETH_BTC
asset_id_base,ETH
symbol_id,BINANCE_SPOT_BRD_ETH
asset_id_base,BRD
symbol_id,LIQUI_SPOT_WAVES_USDT
asset_id_base,WAVES
symbol_id,QRYPTOS_SPOT_QASH_BTC
asset_id_base,QASH
symbol_id,GATECOIN_SPOT_BTC_HKD
asset_id_base,BTC
symbol_id,LIQUI_SPOT_BAT_USDT
asset_id_base,BAT
symbol_id,BITTREX_SPOT_TKS_BTC
asset_id_base,TKS
symbol_id,HITBTC_SPOT_TRX_ETH
asset_id_base,TRX
symbol_id,HUOBIPRO_SPOT_RDN_ETH
asset_id_base,RDN
symbol_id,CRYPTOPIA_SPOT_ETN_LTC
asset_id_base,ETN
symbol_id,LIQUI_SPOT_EDG_USDT
asset_id_base,EDG
symbol_id,LIQUI_SPOT_PRO_ETH
asset_id_base,PRO
symbol_id,HITBTC_SPOT_HVN_BTC
asset_id_base,HVN
symbol_id,LIQUI_SPOT_AST_ETH
asset_id_base,AST
symbol_id,HUOBIPRO_SPOT_LET_ETH
asset_id_base,LET
symbol_id,HUOBIPRO_SPOT_DGD_BTC
asset_id_base,DGD
symbol_id,LIQUI_SPOT_WAVES_ETH
asset_id_base,WAVES
symbol_id,LIQUI_SPOT_PRO_BTC
asset_id_base,PRO
symbol_id,HUOBIPRO_SPOT_WAX_ETH
asset_id_base,WAX
symbol_id,LIQUI_SPOT_GNT_ETH
asset_id_base,GNT
symbol_id,INDEPENDENTRESERVE_SPOT_BTC_AUD
asset_id_base,BTC
symbol_id,LIQUI_SPOT_TAAS_BTC
asset_id_base,TAAS
symbol_id,GATEIO_SPOT_DOGE_USDT
asset_id_base,DOGE
symbol_id,LIQUI_SPOT_BMC_USDT
asset_id_base,BMC
symbol_id,BINANCE_SPOT_QSP_BNB
asset_id_base,QSP
symbol_id,HUOBIPRO_SPOT_ZEC_USDT
asset_id_base,ZEC
symbol_id,HUOBIPRO_SPOT_GNX_ETH
asset_id_base,GNX
symbol_id,HUOBIPRO_SPOT_VEN_ETH
asset_id_base,VEN
symbol_id,BITSO_SPOT_LTC_MXN
asset_id_base,LTC
symbol_id,BITTREX_SPOT_GOLOS_BTC
asset_id_base,GOLOS
symbol_id,BITTREX_SPOT_FUN_ETH
asset_id_base,FUN
symbol_id,LIQUI_SPOT_QRL_BTC
asset_id_base,QRL
symbol_id,BITTREX_SPOT_STRAT_ETH
asset_id_base,STRAT
symbol_id,LIQUI_SPOT_ZRX_USDT
asset_id_base,ZRX
symbol_id,HUOBIPRO_SPOT_ADX_BTC
asset_id_base,ADX
symbol_id,LIQUI_SPOT_MGO_ETH
asset_id_base,MGO
symbol_id,HUOBIPRO_SPOT_MTL_BTC
asset_id_base,MTL
symbol_id,BINANCE_SPOT_GTO_BNB
asset_id_base,GTO
symbol_id,OKEX_SPOT_SWFTC_ETH
asset_id_base,SWFTC
symbol_id,HITBTC_SPOT_DENT_ETH
asset_id_base,DENT
symbol_id,LIQUI_SPOT_SNGLS_ETH
asset_id_base,SNGLS
symbol_id,OKEX_SPOT_IOTA_BTC
asset_id_base,IOTA
symbol_id,LIQUI_SPOT_TAAS_ETH
asset_id_base,TAAS
symbol_id,BINANCE_SPOT_BCC_BNB
asset_id_base,BCC
symbol_id,BINANCE_SPOT_MTL_ETH
asset_id_base,MTL
symbol_id,BITFINEX_SPOT_DAT_BTC
asset_id_base,DAT
symbol_id,GATECOIN_SPOT_ETH_EUR
asset_id_base,ETH
symbol_id,ALLCOIN_SPOT_HSR_BTC
asset_id_base,HSR
symbol_id,CRYPTOPIA_SPOT_R_BTC
asset_id_base,R
symbol_id,GATECOIN_SPOT_BTC_EUR
asset_id_base,BTC
symbol_id,POLONIEX_SPOT_GNO_ETH
asset_id_base,GNO
symbol_id,BITCOINID_SPOT_XRP_BTC
asset_id_base,XRP
symbol_id,CRYPTOPIA_SPOT_XEM_BTC
asset_id_base,XEM
symbol_id,LIQUI_SPOT_OMG_BTC
asset_id_base,OMG
symbol_id,HUOBIPRO_SPOT_NAS_BTC
asset_id_base,NAS
symbol_id,HUOBIPRO_SPOT_QASH_ETH
asset_id_base,QASH
symbol_id,LIQUI_SPOT_DASH_BTC
asset_id_base,DASH
symbol_id,QUOINE_SPOT_ETH_BTC
asset_id_base,ETH
symbol_id,KRAKEN_SPOT_BTC_LTC
asset_id_base,BTC
symbol_id,EXMO_SPOT_BCH_ETH
asset_id_base,BCH
symbol_id,LIQUI_SPOT_ICN_USDT
asset_id_base,ICN
symbol_id,HUOBIPRO_SPOT_MANA_ETH
asset_id_base,MANA
symbol_id,BITHUMB_SPOT_QTUM_KRW
asset_id_base,QTUM
symbol_id,OKEX_SPOT_IOTA_USDT
asset_id_base,IOTA
symbol_id,OKEX_SPOT_INS_ETH
asset_id_base,INS
symbol_id,HUOBIPRO_SPOT_GNT_USDT
asset_id_base,GNT
symbol_id,LIQUI_SPOT_GNT_USDT
asset_id_base,GNT
symbol_id,LIQUI_SPOT_DNT_ETH
asset_id_base,DNT
symbol_id,LIQUI_SPOT_SAN_BTC
asset_id_base,SAN
symbol_id,LIVECOIN_SPOT_ETH_BTC
asset_id_base,ETH
symbol_id,HUOBIPRO_SPOT_ACT_ETH
asset_id_base,ACT
symbol_id,CRYPTOPIA_SPOT_GBX_BTC
asset_id_base,GBX
symbol_id,OKEX_SPOT_AMM_ETH
asset_id_base,AMM
symbol_id,EXMO_SPOT_XMR_EUR
asset_id_base,XMR
symbol_id,BINANCE_SPOT_TRIG_ETH
asset_id_base,TRIG
symbol_id,BTER_SPOT_ETH_CNY
asset_id_base,ETH
symbol_id,HUOBIPRO_SPOT_RCN_BTC
asset_id_base,RCN
symbol_id,WEXNZ_SPOT_EUR_RUR
asset_id_base,EUR
symbol_id,BITTREX_SPOT_DAR_BTC
asset_id_base,DAR
symbol_id,HUOBIPRO_SPOT_RDN_BTC
asset_id_base,RDN
symbol_id,HUOBIPRO_SPOT_DAT_ETH
asset_id_base,DAT
symbol_id,HITBTC_SPOT_B2X_USDT
asset_id_base,B2X
symbol_id,LIQUI_SPOT_STORJ_BTC
asset_id_base,STORJ
symbol_id,BINANCE_SPOT_WINGS_ETH
asset_id_base,WINGS
symbol_id,THEROCKTRADING_SPOT_EUR_XRP
asset_id_base,EUR
symbol_id,LIQUI_SPOT_RLC_BTC
asset_id_base,RLC
symbol_id,BITTREX_SPOT_MLN_BTC
asset_id_base,MLN
symbol_id,BITSO_SPOT_BCH_BTC
asset_id_base,BCH
symbol_id,HUOBIPRO_SPOT_SMT_ETH
asset_id_base,SMT
symbol_id,LUNO_SPOT_BTC_NGN
asset_id_base,BTC
symbol_id,BITFINEX_SPOT_EDO_BTC
asset_id_base,EDO
symbol_id,WEXNZ_SPOT_DSH_USD
asset_id_base,DSH
symbol_id,HUOBIPRO_SPOT_MEE_BTC
asset_id_base,MEE
symbol_id,GETBTC_SPOT_BTC_RUB
asset_id_base,BTC
symbol_id,GETBTC_SPOT_BTC_EUR
asset_id_base,BTC
symbol_id,GETBTC_SPOT_BTC_USD
asset_id_base,BTC
symbol_id,BINANCE_SPOT_EVX_ETH
asset_id_base,EVX
symbol_id,LIQUI_SPOT_MYST_ETH
asset_id_base,MYST
symbol_id,QUOINE_SPOT_QASH_BTC
asset_id_base,QASH
symbol_id,LIQUI_SPOT_MGO_USDT
asset_id_base,MGO
symbol_id,BITSTAMP_SPOT_BCH_EUR
asset_id_base,BCH
symbol_id,LIQUI_SPOT_TNT_BTC
asset_id_base,TNT
symbol_id,HITBTC_SPOT_EDO_USDT
asset_id_base,EDO
symbol_id,OKEX_SPOT_IOTA_ETH
asset_id_base,IOTA
symbol_id,HUOBIPRO_SPOT_ELF_BTC
asset_id_base,ELF
symbol_id,LIQUI_SPOT_AST_USDT
asset_id_base,AST
symbol_id,LIQUI_SPOT_MYST_USDT
asset_id_base,MYST
symbol_id,HUOBIPRO_SPOT_QUN_BTC
asset_id_base,QUN
symbol_id,HITBTC_SPOT_DCN_USDT
asset_id_base,DCN
symbol_id,HUOBIPRO_SPOT_DGD_ETH
asset_id_base,DGD
symbol_id,POLONIEX_SPOT_MYR_BTC
asset_id_base,MYR
symbol_id,BITTREX_SPOT_XEM_ETH
asset_id_base,XEM
symbol_id,HUOBIPRO_SPOT_YEE_ETH
asset_id_base,YEE
symbol_id,BITTREX_SPOT_EFL_BTC
asset_id_base,EFL
symbol_id,MTGOX_SPOT_BTC_JPY
asset_id_base,BTC
symbol_id,BINANCE_SPOT_ADX_BNB
asset_id_base,ADX
symbol_id,CRYPTOPIA_SPOT_XSPEC_BTC
asset_id_base,XSPEC
symbol_id,OKEX_SPOT_XRP_ETH
asset_id_base,XRP
symbol_id,HUOBIPRO_SPOT_MANA_BTC
asset_id_base,MANA
symbol_id,BITTREX_SPOT_SNGLS_ETH
asset_id_base,SNGLS
symbol_id,BINANCE_SPOT_KMD_ETH
asset_id_base,KMD
symbol_id,HITBTC_SPOT_SC_BTC
asset_id_base,SC
symbol_id,LIQUI_SPOT_TNT_ETH
asset_id_base,TNT
symbol_id,BITTREX_SPOT_BNT_ETH
asset_id_base,BNT
symbol_id,OKEX_SPOT_EOS_ETH
asset_id_base,EOS
symbol_id,BINANCE_SPOT_SNM_ETH
asset_id_base,SNM
symbol_id,POLONIEX_SPOT_NXT_XMR
asset_id_base,NXT
symbol_id,YOBIT_SPOT_TRX_BTC
asset_id_base,TRX
symbol_id,CRYPTOPIA_SPOT_NEBL_BTC
asset_id_base,NEBL
symbol_id,BINANCE_SPOT_WAVES_ETH
asset_id_base,WAVES
symbol_id,HUOBIPRO_SPOT_DBC_BTC
asset_id_base,DBC
symbol_id,BTCTURK_SPOT_BTC_TRY
asset_id_base,BTC
symbol_id,JUBI_SPOT_PPC_CNY
asset_id_base,PPC
symbol_id,OKEX_SPOT_INS_BTC
asset_id_base,INS
symbol_id,LIQUI_SPOT_DGD_BTC
asset_id_base,DGD
symbol_id,HUOBIPRO_SPOT_LET_BTC
asset_id_base,LET
symbol_id,CEXIO_SPOT_ETH_USD
asset_id_base,ETH
symbol_id,BITSTAMP_SPOT_BCH_BTC
asset_id_base,BCH
symbol_id,HUOBIPRO_SPOT_STORJ_BTC
asset_id_base,STORJ
symbol_id,BINANCE_SPOT_MDA_ETH
asset_id_base,MDA
symbol_id,LIQUI_SPOT_PRO_USDT
asset_id_base,PRO
symbol_id,BTC38_SPOT_DASH_CNY
asset_id_base,DASH
symbol_id,BITTREX_SPOT_SEQ_BTC
asset_id_base,SEQ
symbol_id,HUOBIPRO_SPOT_ITC_ETH
asset_id_base,ITC
symbol_id,POLONIEX_SPOT_ZEC_XMR
asset_id_base,ZEC
symbol_id,LIQUI_SPOT_MLN_BTC
asset_id_base,MLN
symbol_id,LIQUI_SPOT_SAN_USDT
asset_id_base,SAN
symbol_id,BTCTURK_SPOT_ETH_TRY
asset_id_base,ETH
symbol_id,QUADRIGACX_SPOT_ETH_BTC
asset_id_base,ETH
symbol_id,HUOBIPRO_SPOT_TOPC_BTC
asset_id_base,TOPC
symbol_id,BITFINEX_SPOT_DRK_BTC
asset_id_base,DRK
symbol_id,HUOBIPRO_SPOT_THETA_BTC
asset_id_base,THETA
symbol_id,LIQUI_SPOT_SAN_ETH
asset_id_base,SAN
symbol_id,HUOBIPRO_SPOT_CHAT_BTC
asset_id_base,CHAT
symbol_id,JUBI_SPOT_VRC_CNY
asset_id_base,VRC
symbol_id,OKEX_SPOT_AMM_BTC
asset_id_base,AMM
symbol_id,BITTREX_SPOT_BYC_BTC
asset_id_base,BYC
symbol_id,HUOBIPRO_SPOT_BTM_BTC
asset_id_base,BTM
symbol_id,BITTREX_SPOT_SALT_ETH
asset_id_base,SALT
symbol_id,LIQUI_SPOT_OMG_ETH
asset_id_base,OMG
symbol_id,LIQUI_SPOT_WINGS_USDT
asset_id_base,WINGS
symbol_id,HUOBIPRO_SPOT_OMG_USDT
asset_id_base,OMG
symbol_id,BITFLYER_SPOT_BCH_BTC
asset_id_base,BCH
symbol_id,BINANCE_SPOT_AE_BTC
asset_id_base,AE
symbol_id,BITTREX_SPOT_SEC_BTC
asset_id_base,SEC
symbol_id,HUOBIPRO_SPOT_TNT_BTC
asset_id_base,TNT
symbol_id,OKEX_SPOT_MANA_BTC
asset_id_base,MANA
symbol_id,HUOBIPRO_SPOT_ICX_BTC
asset_id_base,ICX
symbol_id,ZAIF_SPOT_PEPECASH_JPY
asset_id_base,PEPECASH
